Date,AMZN.O,SlowK,SlowD,RSI,ADX,CCI,Aroon Down,Aroon Up,OBV,Chaikin A/D,SMA,EMA
2012-02-04,198.05,,,,,,,,,,,
2012-03-04,199.66,,,,,,,,,,,
2012-04-04,193.99,15.3401,28.6258,55.639,32.8026,-87.199,0.0,57.1429,14209495060.0,27691478251.0802,9.9413,9.8703
2012-05-04,194.39,55.895,77.308,77.3366,39.6463,45.612,0.0,71.4286,14994737060.0,28034033887.8139,10.6322,10.8382
2012-06-04,,49.095,38.3616,34.0072,20.4277,-38.4341,100.0,7.1429,14879253060.0,27918407630.8940,10.6539,10.6428
2012-09-04,191.87,64.1786,72.5484,72.3185,44.3069,96.7076,7.1429,100.0,14759011060.0,28419316431.3829,12.2198,12.2303
2012-10-04,186.98,66.5854,51.2329,54.3482,29.6386,163.9088,57.1429,0.0,14613273060.0,28493587191.1078,12.7389,12.7305
2012-11-04,187.97,,,,,,,,,,,
2012-12-04,190.69,84.1416,88.6678,68.3979,33.7954,84.03,14.2857,92.8571,14562381060.0,28430436682.5235,12.1535,12.1983
2012-04-13,188.46,31.5106,20.5769,44.5091,24.4377,-87.4545,92.8571,14.2857,14220705060.0,27584578695.6119,9.7207,9.6272
2012-04-16,185.5,33.5581,28.7946,42.8346,24.955,-104.9164,100.0,7.1429,14139819060.0,27555115066.7459,9.6406,9.5951
2012-04-17,188.39,35.658,33.5756,39.4956,25.054,-54.6018,92.8571,0.0,14196403060.0,27552794587.2507,9.5866,9.5524
2012-04-18,191.07,49.8367,39.6843,43.8459,23.1502,23.1436,85.7143,0.0,14276441060.0,27551944926.9534,9.5395,9.5322
2012-04-19,191.1,66.3717,50.6222,53.358,20.8679,61.6022,78.5714,7.1429,14356489060.0,27516923926.9534,9.5194,9.5530
2012-04-20,189.98,67.3788,61.1957,51.9542,18.8138,63.3418,71.4286,0.0,14291617060.0,27458398100.8665,9.5133,9.5646
2012-04-23,188.24,52.207,61.9858,44.5587,19.0118,-79.3808,64.2857,7.1429,14221997060.0,27498009480.1768,9.4982,9.5437
2012-04-24,190.33,47.197,55.5943,43.916,18.1831,-1.1138,57.1429,0.0,14289523060.0,27553609647.2413,9.4778,9.5237
2012-04-25,194.42,59.8091,53.0711,51.4251,17.3045,147.4984,50.0,0.0,14368625060.0,27613924922.2413,9.4880,9.5346
2012-04-26,195.99,81.9393,62.9818,55.6205,17.1602,141.2563,42.8571,100.0,14573305060.0,27773256658.7682,9.5156,9.5608
2012-04-27,226.85,96.0794,79.2759,82.7913,22.2606,321.1541,35.7143,100.0,15015643060.0,28023410025.9465,9.6902,9.8664
2012-04-30,231.9,96.0766,91.3651,81.2356,27.1666,179.0831,28.5714,100.0,15210781060.0,28148377920.2931,9.8649,10.1084
2012-01-05,230.04,84.3275,74.9372,40.8167,55.8801,19.4286,71.4286,7.1429,13165543060.0,25966928659.8005,8.8218,8.8706
2012-02-05,230.25,,,,,,,,,,,
2012-03-05,229.45,43.0389,47.9506,44.546,11.6579,-7.754,21.4286,7.1429,13381069060.0,27412394110.0143,9.0089,9.0265
2012-04-05,223.99,17.2863,20.1667,49.4266,30.6088,-99.4949,0.0,50.0,14273845060.0,27670720186.5641,9.9564,9.8352
2012-07-05,225.16,90.1782,89.4443,68.396,22.8543,79.2292,0.0,100.0,14886589060.0,28109636023.5639,11.2405,11.2634
2012-08-05,223.9,,,,,,,,,,,
2012-09-05,222.98,53.9049,64.4535,69.4744,46.3038,48.9079,0.0,92.8571,14705959060.0,28395755573.3769,12.2535,12.2576
2012-10-05,226.69,82.5236,65.639,62.4456,29.9041,157.0098,50.0,14.2857,14557143060.0,28463422089.0670,12.7362,12.7904
2012-11-05,227.68,60.7107,64.5541,37.5593,26.6895,-12.1191,64.2857,28.5714,14165601060.0,28149184278.3530,11.7351,11.7832
2012-05-14,222.93,62.5202,57.4899,67.6507,36.8459,-58.9021,0.0,28.5714,15011243060.0,28065894608.2948,11.2816,11.0941
2012-05-15,224.39,51.3571,58.2943,68.6448,36.4929,0.208,0.0,21.4286,15125517060.0,27993365906.5865,11.2671,11.1360
2012-05-16,224.06,34.0931,49.3235,64.9488,35.9516,-26.6483,0.0,14.2857,15020281060.0,27947827419.3138,11.2530,11.1568
2012-05-17,218.36,22.1744,35.8749,65.0186,33.6143,-160.5997,100.0,7.1429,14930171060.0,27863869050.1608,11.2295,11.1742
2012-05-18,213.85,10.7189,22.3288,52.0384,30.7746,-216.7263,100.0,0.0,14825537060.0,27791146885.9379,11.1876,11.1371
2012-05-21,218.11,12.5875,15.1603,42.9503,28.0978,-125.7913,92.8571,0.0,14897133060.0,27825344975.3234,11.1459,11.0579
2012-05-22,215.33,17.4026,13.5697,50.5794,25.6886,-105.2343,85.7143,7.1429,14822471060.0,27792347716.6676,11.1217,11.0320
2012-05-23,217.28,29.1752,19.7218,44.9603,24.4939,-90.4462,100.0,0.0,14907347060.0,27870028576.9502,11.0923,10.9781
2012-05-24,215.24,34.6289,27.0689,48.935,23.3681,-75.5351,92.8571,35.7143,14844525060.0,27871548464.0469,11.0577,10.9546
2012-05-25,212.89,35.5763,33.1268,45.7191,22.5378,-84.066,85.7143,28.5714,14801097060.0,27843597464.0469,11.0029,10.9173
2012-05-28,,,,,,,,,,,,
2012-05-29,214.75,37.3307,35.8453,44.5901,21.4792,-62.1837,78.5714,21.4286,14854975060.0,27851944759.8216,10.9464,10.8806
2012-05-30,209.23,26.9243,33.2771,41.0632,22.2264,-152.4207,100.0,14.2857,14773411060.0,27816498430.8239,10.8746,10.8308
2012-05-31,212.91,38.7725,34.3425,37.053,22.4245,-119.2166,100.0,7.1429,14872291060.0,27889382784.3535,10.7970,10.7659
2012-01-06,208.22,79.9216,79.4799,44.8798,51.6342,163.1311,64.2857,0.0,13305711060.0,26027112682.1782,8.8026,8.8766
2012-04-06,214.57,,,,,,,,,,,
2012-05-06,213.21,,,,,,,,,,,
2012-06-06,217.64,79.8125,60.4707,50.6851,18.4464,118.4847,85.7143,0.0,14862577060.0,27931480278.7508,10.6346,10.6663
2012-07-06,218.8,63.4861,84.5338,59.9249,21.2406,24.485,0.0,92.8571,14822525060.0,28069188837.1232,11.2531,11.2733
2012-08-06,218.48,53.0538,54.7975,64.2849,22.6705,55.1414,0.0,64.2857,14779817060.0,28371901669.2384,11.4995,11.5355
2012-11-06,216.5,70.1564,63.8148,43.6828,24.4225,120.8541,57.1429,21.4286,14218827060.0,28196281223.8076,11.6864,11.7809
2012-12-06,216.42,79.031,80.6985,71.7533,36.6218,78.0695,0.0,92.8571,14548267060.0,28453560181.9686,12.3615,12.3435
2012-06-13,214.73,31.3786,51.9086,49.6752,15.0419,6.0843,50.0,71.4286,14696963060.0,27855590848.3097,10.7136,10.7958
2012-06-14,214.45,21.7284,35.3742,49.0488,14.2006,-21.7272,42.8571,64.2857,14635745060.0,27853104838.1574,10.7425,10.7899
2012-06-15,218.35,35.8669,29.658,49.131,13.7638,46.5994,35.7143,57.1429,14711449060.0,27898340698.5270,10.7767,10.7852
2012-06-18,222.66,60.8658,39.487,54.5395,15.2793,158.0805,28.5714,100.0,14778841060.0,27944642741.2012,10.8261,10.7996
2012-06-19,224.03,83.5324,60.0884,66.4498,17.1482,182.0616,21.4286,100.0,14833173060.0,27963060368.3199,10.8732,10.8656
2012-06-20,223.02,87.8918,77.43,68.3742,18.254,112.8779,14.2857,92.8571,14784285060.0,27968826645.2430,10.9226,10.9311
2012-06-21,220.575,75.4497,82.2913,66.1157,19.7512,80.8771,7.1429,100.0,14727425060.0,27913101781.3591,10.9435,10.9785
2012-06-22,222.16,64.6642,76.0019,59.5579,20.2217,46.6138,0.0,92.8571,14771175060.0,27947160325.6629,10.9596,10.9991
2012-06-25,220.07,45.6725,61.9288,54.9484,19.6767,9.9687,0.0,85.7143,14723529060.0,27954459852.1253,10.9737,11.0020
2012-06-26,225.61,58.2895,56.2087,57.6836,21.1903,99.4763,42.8571,100.0,14798611060.0,28005831746.8621,10.9927,11.0148
2012-06-27,225.62,65.564,56.5087,64.9939,22.9239,112.4414,35.7143,100.0,14854595060.0,28011696737.3383,11.0401,11.0576
2012-06-28,221.31,68.5853,64.1463,61.3862,21.6301,-16.826,28.5714,92.8571,14794699060.0,28004043926.4354,11.0834,11.0828
2012-06-29,228.35,71.6842,68.6112,63.0184,21.888,149.4304,21.4286,100.0,14866987060.0,28076331926.4354,11.1305,11.1105
2012-02-07,229.32,63.3888,53.3132,47.2999,20.7386,-45.4025,71.4286,50.0,13853457060.0,27047720428.4811,9.3114,9.2328
2012-03-07,229.53,63.0391,51.4099,52.4595,10.4532,185.7838,7.1429,0.0,13592343060.0,27414050657.8106,8.9925,9.0320
2012-04-07,,,,,,,,,,,,
2012-05-07,227.06,34.4508,57.8905,67.1061,40.1292,33.3604,28.5714,64.2857,15061023060.0,28050867852.8604,10.7991,10.8891
2012-06-07,225.05,80.3655,70.8942,59.3804,19.1688,163.167,78.5714,0.0,14932655060.0,27890014006.5614,10.6593,10.7238
2012-09-07,225.05,69.038,59.8711,79.0127,52.2671,262.2408,7.1429,100.0,14913777060.0,28542556607.9532,12.3562,12.3596
2012-10-07,219.5,,,,,,,,,,,
2012-11-07,218.37,60.6639,63.8437,44.1165,23.9821,-12.2197,50.0,14.2857,14146343060.0,28185148424.8332,11.6706,11.7812
2012-12-07,215.36,72.3948,76.7829,73.0435,37.8372,74.5342,0.0,85.7143,14504861060.0,28444284862.3436,12.4327,12.4096
2012-07-13,218.39,25.5494,19.5739,34.2144,23.2807,-97.2691,92.8571,57.1429,14700303060.0,28071281347.4671,11.2027,11.0804
2012-07-16,216.01,26.6871,22.6179,37.3383,23.7252,-87.3639,85.7143,50.0,14660219060.0,28063472776.0385,11.1622,11.0348
2012-07-17,216.93,36.8321,29.6895,40.1075,24.3164,-72.2166,78.5714,42.8571,14699959060.0,28083043228.2998,11.1030,11.0053
2012-07-18,217.47,47.7512,37.0901,37.3059,24.3149,-46.9476,71.4286,35.7143,14741819060.0,28090962687.7592,11.0380,10.9694
2012-07-19,226.17,70.0296,51.5376,50.7679,23.8805,91.798,64.2857,28.5714,14850807060.0,28157379750.9017,10.9986,10.9816
2012-07-20,228.29,85.2144,67.6651,60.3347,24.1145,134.4022,57.1429,21.4286,14934207060.0,28195973890.0958,10.9936,11.0336
2012-07-23,226.01,87.0669,80.7703,58.5862,22.4691,83.5303,50.0,14.2857,14823905060.0,28281326628.1911,10.9922,11.0704
2012-07-24,223.04,74.8492,82.3768,61.5822,20.845,57.4903,42.8571,7.1429,14723731060.0,28248555951.6111,10.9923,11.1146
2012-07-25,217.05,46.7112,69.5424,50.4178,20.2878,-27.1916,35.7143,0.0,14650797060.0,28200855566.1787,11.0076,11.1120
2012-07-26,220.01,32.3601,51.3068,46.071,20.1167,-30.3178,28.5714,71.4286,14789545060.0,28278127529.2556,11.0245,11.0916
2012-07-27,237.32,46.3792,41.8168,56.9072,21.3768,159.5018,21.4286,100.0,15015823060.0,28471052413.6486,11.0726,11.1227
2012-07-30,236.09,70.8835,49.8743,71.2653,22.941,160.51,14.2857,100.0,14941095060.0,28441586950.3803,11.1746,11.2549
2012-07-31,233.3,82.9202,66.7276,67.24,23.4189,92.8623,7.1429,92.8571,14872023060.0,28422293918.3973,11.2629,11.3458
2012-01-08,232.09,,,,,,,,,,,
2012-02-08,230.81,67.3361,60.5942,50.3447,18.9491,-25.2707,64.2857,42.8571,13962989060.0,27095449456.4141,9.3012,9.2355
2012-03-08,234.97,78.0768,63.0892,55.3386,11.563,199.0596,0.0,100.0,13676773060.0,27471197601.0420,9.0195,9.0641
2012-06-08,233.99,85.328,81.8353,57.0643,18.9493,106.1702,71.4286,92.8571,14875115060.0,27908360093.5179,10.6674,10.7614
2012-07-08,236.56,,,,,,,,,,,
2012-08-08,234.38,71.2986,64.2163,62.7556,23.7891,46.0061,35.7143,50.0,14790297060.0,28374343394.6526,11.6053,11.6025
2012-09-08,234.06,,,,,,,,,,,
2012-10-08,232.75,81.062,76.7237,55.0645,28.9921,89.7685,42.8571,7.1429,14592389060.0,28486365240.0104,12.7485,12.8073
2012-08-13,232.44,20.4624,36.6659,55.1468,22.4243,-66.6272,14.2857,28.5714,14682339060.0,28343074234.4092,11.6902,11.6233
2012-08-14,233.19,26.3165,26.9327,60.0589,22.5266,20.8194,7.1429,21.4286,14737359060.0,28303336300.1278,11.6883,11.6437
2012-08-15,237.42,49.5914,32.1234,53.6139,23.1604,105.8007,0.0,14.2857,14802653060.0,28352667081.1125,11.6789,11.6381
2012-08-16,241.55,72.4735,49.4604,63.3521,25.1963,247.9801,0.0,100.0,14888895060.0,28405714047.1502,11.7147,11.6832
2012-08-17,241.17,87.1606,69.7418,67.3672,27.1699,183.19,21.4286,100.0,14827179060.0,28373998880.4836,11.7475,11.7462
2012-08-20,240.35,81.513,80.3824,68.4005,27.3915,96.4514,14.2857,92.8571,14789381060.0,28383311431.2082,11.7766,11.8049
2012-08-21,239.45,72.4634,80.379,66.8988,28.3222,82.9481,7.1429,100.0,14737951060.0,28349348223.6610,11.8104,11.8483
2012-08-22,243.1,71.4508,75.1424,62.339,29.4893,91.8515,0.0,100.0,14787425060.0,28369624453.1692,11.8309,11.8705
2012-08-23,241.198,62.0419,68.652,66.9701,30.5396,59.9999,42.8571,92.8571,14738347060.0,28368480033.4383,11.8720,11.9135
2012-08-24,245.74,70.3411,67.9446,65.4684,32.516,115.7556,35.7143,100.0,14812323060.0,28412113790.2441,11.9150,11.9445
2012-08-27,243.92,63.9043,65.4291,71.7558,34.4651,120.0234,28.5714,100.0,14753729060.0,28374923991.1574,11.9828,12.0072
2012-08-28,246.11,76.9965,70.4139,65.856,36.1097,116.4827,21.4286,92.8571,14808575060.0,28410329616.8617,12.0291,12.0420
2012-08-29,247.12,79.4396,73.4468,70.0767,37.8473,119.8008,14.2857,100.0,14844027060.0,28434277325.4710,12.1017,12.0960
2012-08-30,246.22,78.1896,78.2085,70.3807,40.0794,110.3414,7.1429,100.0,14771077060.0,28391121641.2605,12.1480,12.1421
2012-08-31,248.27,75.2771,77.6354,72.006,42.0882,103.4765,0.0,92.8571,14838027060.0,28418070122.2347,12.1854,12.1896
2012-03-09,,78.0612,73.059,59.9804,12.345,102.0626,35.7143,92.8571,13586561060.0,27423212494.6591,9.0549,9.1142
2012-04-09,247.88,12.2604,14.9622,46.8131,27.7398,-132.787,7.1429,42.8571,14211127060.0,27654447408.1857,9.9564,9.7926
2012-05-09,246.22,33.3353,30.9688,63.0492,38.0756,-7.1244,14.2857,50.0,14896335060.0,28104092563.9706,11.1160,10.9545
2012-06-09,251.38,,,,,,,,,,,
2012-07-09,259.14,37.7178,63.794,55.3916,19.3655,-18.2236,0.0,85.7143,14822525060.0,28078987268.4958,11.2689,11.2690
2012-10-09,257.09,54.3127,72.6328,56.6763,26.3672,-32.3584,35.7143,0.0,14522493060.0,28420199188.9663,12.7602,12.8303
2012-11-09,255.67,15.6841,38.8692,32.4777,25.0594,-113.5501,35.7143,0.0,14024845060.0,28101551026.8175,11.6283,11.6708
2012-12-09,255.63,,,,,,,,,,,
2012-09-13,260.24,71.8992,75.8676,68.6117,56.0846,89.7903,0.0,100.0,14836985060.0,28532100733.2596,12.6053,12.6214
2012-09-14,261.27,72.7954,72.3908,76.7782,57.0737,110.74,0.0,100.0,14910309060.0,28509461525.8863,12.6773,12.7030
2012-09-17,258.0,64.9799,69.8915,76.2662,55.8754,60.0368,7.1429,92.8571,14864183060.0,28485041878.8275,12.7432,12.7683
2012-09-18,258.75,55.0424,64.2726,67.0879,54.7969,53.0513,0.0,85.7143,14908483060.0,28485041878.8275,12.7943,12.7966
2012-09-19,261.68,56.1084,58.7102,68.5601,54.4632,101.3004,0.0,78.5714,14961219060.0,28509390983.2359,12.8535,12.8286
2012-09-20,260.81,59.8329,56.9946,69.4674,53.7333,59.6892,14.2857,71.4286,14902947060.0,28565226523.3056,12.9125,12.8600
2012-09-21,257.47,47.3281,54.4231,72.1047,52.0505,1.8665,7.1429,64.2857,14781761060.0,28477677702.0128,12.9519,12.9013
2012-09-24,254.805,27.9657,45.0423,52.7878,47.9768,-142.1681,0.0,57.1429,14727603060.0,28498716002.0128,12.9330,12.8758
2012-09-25,252.46,14.1397,29.8112,55.0649,45.7015,-130.6795,0.0,50.0,14639487060.0,28442419668.6794,12.9267,12.8650
2012-09-26,249.67,13.6365,18.5806,46.2831,42.0616,-167.6294,0.0,42.8571,14581077060.0,28410376565.2312,12.9062,12.8205
2012-09-27,256.59,27.7592,18.5118,42.7018,39.9049,-55.1796,92.8571,35.7143,14649025060.0,28462325181.5102,12.8842,12.7671
2012-09-28,254.32,42.6596,28.0184,54.4837,37.9639,-42.5317,85.7143,28.5714,14599893060.0,28442155202.5629,12.8579,12.7744
2012-01-10,252.01,58.5588,68.8725,49.9798,44.6788,71.3858,50.0,85.7143,13284289060.0,25956456807.4079,8.8503,8.9479
2012-02-10,250.6,65.0121,67.1503,48.1282,15.9942,2.5231,50.0,28.5714,13935147060.0,27208381958.0797,9.2288,9.2222
2012-03-10,255.92,,,,,,,,,,,
2012-04-10,260.47,9.3745,12.9737,48.2634,26.5475,-133.852,0.0,35.7143,14122027060.0,27575859926.1713,9.9378,9.7644
2012-05-10,258.51,48.9439,35.7999,66.4341,37.9129,-20.3488,7.1429,42.8571,14989303060.0,28134734190.8991,11.2677,10.9983
2012-08-10,259.06,34.0192,53.6114,57.3214,23.4004,-62.0139,21.4286,35.7143,14722285060.0,28348858077.3835,11.7141,11.6259
2012-09-10,250.96,87.5717,71.0934,83.7233,55.2616,160.8363,0.0,100.0,14862433060.0,28499931400.4060,12.4428,12.4669
2012-10-10,244.99,31.5854,55.6534,44.7736,26.2556,-175.3535,100.0,7.1429,14443527060.0,28359549562.9308,12.7582,12.7884
2012-11-10,244.22,,,,,,,,,,,
2012-12-10,242.36,47.5443,66.3234,69.8113,35.783,-10.1089,0.0,78.5714,14434785060.0,28383015204.5896,12.4963,12.4542
2012-10-15,244.18,13.8252,9.9655,33.3584,28.3979,-106.4496,100.0,57.1429,14389713060.0,28349004438.0210,12.6187,12.5312
2012-10-16,243.94,22.9188,14.442,37.8473,28.9747,-71.5922,92.8571,50.0,14345631060.0,28349362828.2649,12.5790,12.4789
2012-10-17,247.49,49.7857,28.8432,35.8546,27.8817,-36.2914,85.7143,42.8571,14411685060.0,28383952934.5214,12.5398,12.4224
2012-10-18,244.85,57.7597,43.4881,45.2499,25.8938,-31.7956,78.5714,35.7143,14305579060.0,28333420113.5713,12.4986,12.4163
2012-10-19,240.0,48.7901,52.1118,41.2662,25.4309,-88.7926,71.4286,28.5714,14217673060.0,28269163951.1347,12.4184,12.3875
2012-10-22,233.78,23.6663,43.4054,33.3333,26.7461,-197.7567,100.0,21.4286,14127673060.0,28218801960.1845,12.3241,12.3062
2012-10-23,234.31,13.4813,28.6459,26.4334,28.4125,-174.3248,100.0,14.2857,14216289060.0,28247612400.8625,12.1860,12.1692
2012-10-24,228.49,10.2598,15.8025,35.646,30.3211,-144.7694,100.0,7.1429,14142715060.0,28183981604.8075,12.1054,12.1010
2012-10-25,222.92,7.6419,10.461,31.1894,32.8991,-144.8254,100.0,0.0,14007889060.0,28049155604.8075,12.0200,12.0001
2012-10-26,238.24,32.6408,16.8475,29.2866,31.7857,-38.0719,92.8571,0.0,14235239060.0,28258726153.8923,11.9464,11.8964
2012-10-29,,,,,,,,,,,,
2012-10-30,,,,,,,,,,,,
2012-10-31,232.8931,52.9106,31.0644,42.3019,30.7837,-35.7097,85.7143,0.0,14139287060.0,28218779698.0874,11.9138,11.8818
2012-01-11,232.14,46.0692,57.5883,47.4953,41.7136,52.1488,42.8571,78.5714,13222235060.0,25928556559.3459,8.8599,8.9541
2012-02-11,232.4224,,,,,,,,,,,
2012-05-11,234.33,61.0056,47.7616,68.4098,38.079,27.1962,0.0,35.7143,15073175060.0,28116943160.5960,11.2733,11.0527
2012-06-11,237.56,71.3319,79.0085,54.5198,17.9113,71.2789,64.2857,85.7143,14800133060.0,27867761373.9412,10.6799,10.7819
2012-07-11,232.0608,17.5552,24.248,39.9117,20.8602,-160.9125,100.0,71.4286,14708189060.0,28032864760.3553,11.2862,11.2170
2012-08-11,227.35,,,,,,,,,,,
2012-09-11,226.31,83.2257,79.9451,78.4076,55.6678,90.5476,0.0,92.8571,14811937060.0,28492069747.7114,12.5018,12.5420
2012-12-11,226.47,39.3237,53.0876,57.3413,33.5656,-29.7934,0.0,71.4286,14518489060.0,28398334384.6774,12.5227,12.4489
2012-11-13,226.6,15.1011,13.5472,31.5405,26.6977,-107.7423,21.4286,0.0,14120017060.0,28092394018.1449,11.5892,11.5446
2012-11-14,222.95,12.1076,12.355,34.9183,28.088,-116.5635,100.0,21.4286,14059335060.0,28042610009.9817,11.5401,11.5047
2012-11-15,220.599,13.6723,13.627,29.9253,30.3314,-134.2473,100.0,14.2857,13991241060.0,28021713541.7868,11.4805,11.4338
2012-11-16,225.23,28.9315,18.2371,28.845,31.6786,-83.335,92.8571,7.1429,14078297060.0,28085432585.1508,11.4170,11.3668
2012-11-19,229.71,54.4297,32.3445,44.5835,29.7073,41.1663,85.7143,0.0,14150121060.0,28077894620.7944,11.3984,11.3758
2012-11-20,233.78,81.3734,54.9116,47.6659,27.3802,115.1817,78.5714,0.0,14205555060.0,28132302065.2388,11.3713,11.3984
2012-11-21,238.03,92.3792,76.0608,54.1438,25.7845,171.3757,71.4286,100.0,14264741060.0,28178691092.2659,11.3623,11.4518
2012-11-22,,,,,,,,,,,,
2012-11-23,239.88,98.6863,90.813,62.3105,24.7793,148.2258,64.2857,100.0,14300277060.0,28211804183.1749,11.4006,11.5504
2012-11-26,243.62,97.3903,96.1519,62.917,25.1327,136.1998,57.1429,100.0,14383843060.0,28276882247.1091,11.4713,11.6357
2012-11-27,243.4017,93.7556,96.6107,66.3247,25.8044,114.8497,50.0,100.0,14322873060.0,28270879728.4650,11.5544,11.7312
2012-11-28,247.11,93.6666,94.9375,64.5319,26.8146,102.9019,42.8571,100.0,14377741060.0,28323447986.9352,11.6411,11.8024
2012-11-29,251.27,92.527,93.3164,70.8902,28.8907,122.0761,35.7143,100.0,14483951060.0,28378045898.5818,11.7488,11.9115
2012-11-30,252.05,95.8377,94.0104,73.1181,30.7932,109.1958,28.5714,100.0,14559899060.0,28433186227.3489,11.8892,12.0219
2012-03-12,250.3291,68.4397,74.8592,53.6861,12.2861,47.0321,28.5714,85.7143,13534809060.0,27409951044.6591,9.0879,9.1309
2012-04-12,252.4881,21.3151,13.1982,40.1563,24.9288,-83.3897,100.0,21.4286,14289341060.0,27571149913.0032,9.7776,9.6566
2012-05-12,253.96,,,,,,,,,,,
2012-06-12,253.37,53.0155,69.8918,54.8394,16.589,38.7316,57.1429,78.5714,14743467060.0,27872939490.7967,10.6967,10.8002
2012-07-12,253.2681,15.6173,16.8812,35.839,22.7869,-154.9197,100.0,64.2857,14655865060.0,28041901527.9459,11.2442,11.1468
2012-10-12,247.77,6.5821,15.8856,33.8817,27.1306,-132.2292,92.8571,64.2857,14330517060.0,28301069470.8968,12.6814,12.6176
2012-11-12,250.69,9.8564,21.9333,33.192,25.8192,-133.3088,28.5714,0.0,14067421060.0,28082666231.3111,11.6067,11.6087
2012-12-12,251.76,36.9288,41.2656,61.5994,31.9599,23.4882,0.0,64.2857,14571051060.0,28387333035.8402,12.5658,12.4679
2012-12-13,251.25,52.9426,43.0651,61.6656,30.5985,7.5306,0.0,57.1429,14521847060.0,28364908203.9818,12.5811,12.4838
2012-12-14,249.19,48.2256,46.0324,58.8487,27.9218,-120.3694,0.0,50.0,14471309060.0,28348799985.0037,12.5797,12.4878
2012-12-17,253.86,58.7874,53.3185,57.966,26.6065,34.0293,7.1429,42.8571,14516849060.0,28391649858.4214,12.5661,12.4883
2012-12-18,260.4,68.3115,58.4415,66.7562,28.4407,245.5687,0.0,100.0,14616069060.0,28427898851.3956,12.5892,12.5319
2012-12-19,257.99,80.0906,69.0632,74.9769,30.0915,156.3695,57.1429,92.8571,14570069060.0,28389046900.2189,12.6335,12.6289
2012-12-20,261.5,79.4604,75.9542,66.9419,30.8254,122.9656,50.0,85.7143,14621761060.0,28424711738.3791,12.6603,12.6814
2012-12-21,256.92,70.4591,76.67,65.5092,30.9518,49.8866,42.8571,78.5714,14527669060.0,28414732283.8336,12.6787,12.7195
2012-12-24,258.62,64.0739,71.3311,64.0426,31.4527,58.9033,35.7143,71.4286,14547357060.0,28420778205.0935,12.6997,12.7460
2012-12-25,,,,,,,,,,,,
2012-12-26,248.6314,35.6154,56.7161,63.5864,29.2707,-68.6373,28.5714,64.2857,14464303060.0,28348197155.1148,12.7430,12.7663
2012-12-27,248.31,26.4722,42.0538,43.3124,28.9146,-123.8162,100.0,57.1429,14391517060.0,28397655746.7943,12.7290,12.7022
2012-12-28,245.18,15.3117,25.7998,39.4806,28.594,-112.9932,92.8571,50.0,14354343060.0,28364525780.2671,12.7027,12.6277
2012-12-31,250.87,30.0991,23.961,36.3893,26.1176,-71.4715,100.0,42.8571,14422723060.0,28411103461.4265,12.6709,12.5477
2013-01-01,,,,,,,,,,,,
2013-02-01,257.31,35.7415,34.5326,48.6471,28.2721,-98.5099,78.5714,64.2857,14447155060.0,28236016961.1045,13.6974,13.6572
2013-03-01,258.48,65.9265,45.9592,47.3066,10.3255,-4.2537,78.5714,50.0,14237693060.0,28253855411.6049,13.2389,13.1855
2013-04-01,259.15,81.5961,84.0459,57.1557,20.559,92.2356,64.2857,7.1429,14265083060.0,28340807970.7014,12.9679,13.1090
2013-07-01,268.4592,85.9084,81.0938,59.908,19.6884,96.8291,64.2857,42.8571,14630013060.0,28536242407.7348,13.8099,13.7936
2013-08-01,266.38,41.5975,48.884,55.443,38.2766,-12.7278,71.4286,71.4286,15182953060.0,28925791768.5015,15.2208,15.1831
2013-09-01,266.35,,,,,,,,,,,
2013-10-01,265.34,63.2456,59.9563,66.7701,39.5195,132.7348,21.4286,100.0,15233797060.0,28970659918.3126,15.6490,15.5762
2013-11-01,267.94,61.3483,74.7107,84.1975,51.0031,52.2191,21.4286,64.2857,15422449060.0,29247988165.4639,17.4277,17.4876
2013-01-14,272.73,76.5432,74.184,66.9905,31.4356,104.216,35.7143,100.0,14649817060.0,28595329492.7899,13.0726,13.1478
2013-01-15,271.9,81.1448,76.6906,70.0261,32.6807,100.6419,28.5714,92.8571,14603279060.0,28619344728.9415,13.2073,13.2181
2013-01-16,268.93,74.3032,77.3304,69.6279,32.9654,65.5058,21.4286,85.7143,14561967060.0,28604685632.1673,13.2795,13.2741
2013-01-17,270.48,66.1537,73.8672,70.7373,33.4218,80.209,14.2857,78.5714,14599659060.0,28601681197.3847,13.3503,13.3282
2013-01-18,272.12,61.3327,67.2632,68.8739,34.5,100.2971,7.1429,100.0,14658499060.0,28603362340.2419,13.4166,13.3670
2013-01-21,,,,,,,,,,,,
2013-01-22,270.19,54.6485,60.7116,70.0289,35.2243,43.8983,0.0,92.8571,14615745060.0,28589210319.3360,13.4598,13.4059
2013-01-23,268.11,39.9285,51.9699,66.3906,34.2211,-25.4117,0.0,85.7143,14565567060.0,28572032265.2819,13.4773,13.4282
2013-01-24,273.62,41.227,45.268,62.2816,34.9528,114.5447,0.0,100.0,14633907060.0,28583484847.6995,13.4833,13.4355
2013-01-25,283.99,61.4196,47.5251,71.4824,37.1346,268.5133,0.0,100.0,14733269060.0,28668789820.5677,13.5156,13.4927
2013-01-28,276.04,72.5416,58.3961,79.9551,39.0982,129.0739,21.4286,92.8571,14646841060.0,28610485217.3931,13.6090,13.6193
2013-01-29,260.35,51.8364,61.9325,60.7121,35.6279,-144.1157,100.0,85.7143,14443389060.0,28454596513.7110,13.6458,13.6462
